1,12786,499527184820
2,9383,500247126242
3,9213,499816228026
4,9235,499541198134
5,8984,499902111304
6,9743,500230771581
7,9302,499842042951
8,9272,500057547267
9,9170,499872079212
10,8986,500145831584
11,9318,500067394074
12,8979,500061747072
13,9664,499647335965
14,9051,499462756059
15,9819,499766469979
16,9326,499532764532
17,9146,499999385800
18,9199,499786090113
19,9048,500461493581
20,9532,499657110550
21,8982,499506088499
22,9622,499643570672
23,11413,499758467305
24,9076,499938705542
25,9175,499811689488
26,9025,499327421851
27,10028,500427572593
28,8928,499657665368
29,9780,500209901661
30,9521,500283733499
31,9396,499929176489
32,9553,499754043649
33,9000,499633864207
34,9799,500350674604
35,8932,499769918449
36,9543,500281059181
37,8983,500040802059
38,9571,499524183990
39,9367,500099203844
40,9360,500277537246
41,9876,499990485651
42,9012,499994671829
43,9798,499522225716
44,10894,500043383520
45,9962,499766612300
46,10186,499812870795
47,9267,499910896354
48,9644,500081436923
49,9104,499902262459
50,10347,500267603172
51,13128,499875845670
52,9132,499494027703
53,9442,500048319286
54,9815,500452477032
55,9204,500018350338
56,9815,499637866490
57,9043,499813626188
58,9730,499724653191
59,9006,500498887366
60,9464,499871088119
61,9337,500104699592
62,9756,499490791221
63,9700,499711168076
64,9097,499851608919
65,9508,500099004479
66,8947,499688271155
67,9528,500036133366
68,9042,500010145299
69,9656,500028977242
70,9073,500197484803
71,9264,499688744459
72,9811,499825991892
73,8945,500427146925
74,9387,500234633586
75,8931,500329073295
76,9595,500348387697
77,8882,499950385759
78,9471,500046330374
79,9288,499777037660
80,9027,499907981979
81,9221,499909179067
82,9118,499350219374
83,9633,499743888764
84,9080,500250249880
85,9180,499824760583
86,9004,500098235922
87,9612,499749887602
88,9145,499984600974
89,9077,499762265276
90,9440,499363886597
91,9159,500208382810
92,9424,500213849710
93,9143,499825191320
94,9481,499960616620
95,9080,499806485640
96,9257,499649900078
97,9575,499617904773
98,9094,499761414548
99,9380,500282124908
100,8960,499853223470
